price,quantity,rating,category
58.66231927746222,1,4.946252456457642,Home
57.769328300965824,2,3.39135994738274,Home
80.58733616696288,4,1.3278629385746488,Toys
48.09429305709991,4,3.587348915705524,Home
73.89126862368258,1,3.499918993504141,Toys
0.0,0,3.553402309681727,Electronics
95.87954566586296,1,2.228582592416846,Electronics
47.45483960195451,3,4.438718340321332,Electronics
41.592825570940235,4,4.837888731821648,Clothing
75.15388444487466,1,1.8708500519126061,Clothing
5000.0,50,1.3526086325465778,Toys
75.63318433567798,1,1.7781401326739363,Home
64.33597595979,4,4.282208557022875,Unknown
7.8647581720100845,1,3.70657853927939,Electronics
57.52643554062366,4,3.5441893693565065,Books
56.22431795902979,1,10.0,Clothing
52.66213804927926,2,3.311311886045743,Clothing
47.355138917532344,1,2.2314965010974697,Electronics
18.157129444113444,2,2.908800317671845,Clothing
67.48353834476646,2,4.172252113482624,Electronics
57.47536856186989,1,4.924966389821849,Toys
72.03913394794849,2,4.729955694359207,Home
19.22488951449494,3,4.735463771384995,Books
60.142689790905365,1,2.6088949393884495,Home
45.306813249068746,1,2.8751595220271637,Home
10000.0,100,3.822541585475926,Toys
45.53680731638218,2,4.688767712205137,Clothing
60.872158549602595,1,1.5679770374083386,Books
46.7425375801684,3,2.216967455308783,Clothing
28.961701498886217,2,1.556987378376438,Home
51.72850837572382,2,9.0,Electronics
45.71650925728999,4,2.22520398755015,Home
48.33212757742233,3,2.304431410050294,Clothing
1.0,3,1.283663837951917,Home
63.65272167137411,1,2.3991842472303677,Electronics
43.706727653064384,3,4.449986029606341,Toys
23.036928519634685,1,1.9322912475633398,Clothing
68.45127033696284,4,3.7807498648402627,Home
62.72731455505861,3,3.5185133797543706,Clothing
43.453596074502876,2,4.453938433476461,Toys
26.956612409599625,4,1.529151790604153,Home
53.560614693587446,1,4.910359841380172,Home
52.46212169175218,4,3.3305145841614623,Clothing
68.48668565983564,1,4.981896609387258,Clothing
41.1252897027902,4,4.646058903463404,Electronics
73.89844269729991,1,1.8860690884524232,Toys
39.19493993328466,3,1.2246480396132524,Electronics
23.083364309151563,2,2.022556375181446,Home
27.354344890454378,1,3.1102545959976795,Clothing
48.75176921728769,4,1.68638546826076,Home
48.68970981882536,1,1.669838978071954,Home
56.55722281501552,1,2.8503741884206124,Books
48.19251937763117,1,1.1330718846774337,Books
69.54637032128659,4,1.4875523301290818,Home
44.77811803074847,2,2.6634453576317902,Clothing
10.074474702571678,3,1.2525196368318658,Home
47.57806623068412,2,2.5870202258221173,Books
9.864426244670376,1,2.8960250637937803,Clothing
55.42781961995396,4,2.8050664562924577,Home
71.14385997969832,2,4.476699429612349,Toys
30.275510274349614,1,3.1202498202069298,Toys
78.37113372783702,3,2.8719218499121735,Home
66.85662489456863,3,2.642836981566665,Clothing
74.1296031083011,3,4.270493513217945,Home
53.79127712869262,1,4.5802264159993324,Home
30.14469648496359,4,4.41296987678847,Books
65.61630855628275,2,3.6941863125255634,Toys
37.507981864633194,3,1.549446983874697,Books
52.357690122067105,1,2.107479877968049,Books
46.57298014392763,1,1.1842522547279097,Home
72.49391713593792,2,4.723296299960456,Books
64.60654011846658,3,3.6431941187636414,Toys
48.38868403375258,1,3.985451537252966,Books
10.967856129196946,2,2.246286958328916,Toys
37.29545066941598,4,4.382614089109369,Books
64.08444578968835,4,2.038413134833914,Toys
55.60220522093169,4,1.0065750284497987,Books
19.93556131174277,3,2.505659850082776,Books
13.868240550622218,2,3.2830459238362937,Clothing
53.91018300314913,2,2.91481943186209,Toys
28.85885664568448,1,4.448304570306388,Toys
30.78407078324846,1,1.4216211438246678,Toys
63.45215457565308,1,3.2152937625349023,Electronics
74.04477560831347,2,3.0519173992836297,Books
34.98595945927403,1,2.125571928688652,Toys
49.10479384775653,2,4.288912450308042,Electronics
48.51506668031279,2,4.011394623528825,Clothing
46.71591790606966,4,3.931436749327324,Toys
50.811969523125974,1,4.504769913078224,Toys
65.12997855680312,4,3.8911384024860847,Electronics
36.52151306540809,3,1.9273651668589058,Books
19.49444930967867,3,3.8222508465987644,Clothing
83.80019867207521,3,2.2308112535593754,Toys
71.78843848980101,2,1.9686986013898822,Books
27.92724257501204,2,1.2920143715985093,Clothing
52.71264017551907,2,3.976114321390707,Home
70.2140432917222,1,3.844003847799245,Home
64.98087889052078,4,1.937997910696375,Clothing
59.240266198585694,2,3.997516066896624,Electronics
46.59546216816513,4,4.671363532374212,Clothing
84.54607850123915,4,1.432115829966317,Clothing
54.4171774491892,4,1.9305465535470998,Electronics
39.70081481358619,1,4.0010431763492615,Electronics
67.4215145769119,1,2.098026694028313,Books
51.92117283902841,3,3.498655897134867,Books
56.99595454507245,3,1.324656897854858,Electronics
54.06298403182415,4,2.808809916414155,Home
59.935511475338195,3,3.9563656879718123,Home
30.43087493201586,4,3.74605577217301,Clothing
20.977872256599834,1,4.260288402703227,Toys
78.68265446467169,1,4.509808506412675,Clothing
54.991691235783385,1,4.092734005035033,Clothing
65.41694554817158,2,3.686350971755704,Toys
14.804815596447476,4,1.1268899672641246,Electronics
71.33366217429005,1,3.139866693637776,Home
39.57028709288465,4,1.1507908996594112,Clothing
33.87563666381911,3,4.232271268464091,Toys
48.73253664736027,3,2.2828980978398303,Books
30.440395789149505,1,3.2497174964716837,Clothing
49.96536603548786,4,2.1177812292756104,Home
47.27323305971027,1,4.130000577521175,Electronics
71.20791810467765,3,4.546010106567611,Clothing
80.26689004278938,1,2.594569976852256,Clothing
79.63031585683166,4,4.4516895740439555,Toys
4.709700412077673,3,2.0683000298253296,Books
31.296663403134296,2,3.1386436923020953,Books
4.502264723552756,3,4.435045719354816,Electronics
26.129154511299383,2,2.3035253704631615,Home
37.00963578192337,1,4.816169060312343,Electronics
58.21123230453887,1,1.4875180071255345,Clothing
39.601335310149196,4,1.073100278894025,Clothing
40.158598581027086,2,4.616541410312763,Books
53.63529366399526,1,1.274594664591489,Home
15.813807095843785,2,4.967556783789966,Toys
33.22813694072273,1,4.805587447916425,Home
39.928867483652546,3,1.5480836401452827,Clothing
45.951960227373114,1,3.1503385027702633,Toys
51.539079804510905,4,1.7396811898685773,Home
80.01299579466084,3,2.7126206921204794,Home
68.1667232216219,4,1.2457005170393307,Toys
34.61379951016131,3,1.895698351186358,Clothing
44.77341881097064,2,2.453091185595598,Home
43.41121725815753,4,2.7545900009842192,Toys
39.71694966958513,1,4.909985032835573,Clothing
55.4503165164182,2,4.231462582735925,Toys
12.804408940581837,1,3.9496397772477847,Toys
67.61428776012968,3,3.148165258967897,Home
83.8710158143071,3,4.359991042417374,Clothing
44.60318918656366,1,2.3572913426228443,Home
44.212711497643426,1,3.8355964510932643,Electronics
53.14088494417343,2,4.975135901512688,Electronics
70.3877195392042,1,2.258515635740795,Clothing
43.51412566365515,4,3.6960701395358693,Toys
68.67890332203473,4,4.377259456609529,Home
59.76989344906485,1,4.663230333402689,Home
97.2322288800938,4,3.8717307637604073,Clothing
43.42675969675408,1,2.134431693668545,Clothing
10.479991045583326,2,2.305128606275786,Electronics
21.34121758628972,4,1.0830321284958568,Books
50.23856474800314,4,4.043543910686038,Clothing
70.55764188041503,1,1.1709584242478055,Books
36.949817191585524,4,4.458609418410983,Clothing
45.381351002493396,3,1.4746424578981552,Toys
63.696854746631516,2,1.687506048543697,Toys
30.695347982430846,2,2.9061058833289493,Electronics
37.774612016103646,4,3.9515216606749695,Electronics
26.645466247794786,4,1.5560088207963108,Books
73.56456185765124,3,2.760284300265994,Clothing
80.83345623592734,3,2.931405097640419,Home
18.411700210138797,4,1.8491425666743653,Electronics
47.15629002023554,4,1.462233506722527,Home
78.1451795012989,3,4.345683691942558,Home
57.973903672444756,1,3.009862599051062,Clothing
40.215215340018105,3,1.057524943936612,Books
19.076757607782024,1,4.211925205236415,Clothing
73.05889103645728,2,4.923175221658339,Electronics
57.21030429888995,2,3.423704781656989,Home
20.54027224516489,3,3.014833548336283,Clothing
73.79782107749982,1,4.513663452179847,Clothing
17.991928764842605,3,4.810067158738395,Clothing
45.59027691665177,3,4.018147663609842,Electronics
44.70770593255742,1,2.7818117189371514,Books
82.3676265769567,3,3.368885597325762,Clothing
44.77907616239695,2,3.803741460071997,Electronics
44.7071462739855,4,1.7770942840072057,Home
22.738433102046123,4,2.788804128865752,Toys
37.192046418827886,3,4.31928505886914,Electronics
33.65409078238715,1,3.618901393993772,Toys
34.69555267990614,1,2.6448162688474164,Clothing
50.12569049783747,2,3.6534501360587255,Clothing
1.3164722831481512,1,1.4728896482898395,Electronics
19.795395091662048,1,2.6059904422595053,Toys
47.77962252785691,2,4.1725141518522255,Clothing
52.42509366207863,3,1.882035148546592,Home
45.331344027122086,4,1.7438460302296708,Books
49.18411020430078,2,4.803274639665726,Books
41.817667726894975,3,1.8395905183449228,Clothing
49.62990793540675,2,2.0436743186006723,Toys
58.682844405244325,3,4.878463755617352,Clothing
58.54267457375322,2,3.9388342810601027,Toys
36.22083177083009,3,3.798386132094113,Home
68.30189479165901,2,4.411705535418325,Toys
53.14217389006639,3,1.463292328947177,Clothing
74.64427912679538,2,3.8238249463200287,Home
78.65744862534163,4,3.0147544373129556,Electronics
21.14546557253508,4,4.316602561136559,Books
32.81944922262582,1,3.0325668746607772,Clothing
66.270960799411,3,3.4809654170756485,Clothing
16.70215159742105,2,2.910968505598144,Clothing
78.40353925386746,3,2.9126356942233764,Home
43.122356103746746,4,4.071879912247326,Electronics
61.50066070218037,3,3.514265602589133,Toys
47.672186742784476,2,3.5330528064376416,Electronics
22.15220944432626,3,2.801129935326103,Home
71.1108920426395,2,3.1244379853501103,Clothing
105.0144606107466,4,3.982870664819149,Books
39.69983447288617,4,4.303763676447673,Clothing
43.552828983095154,4,3.7862456085761846,Toys
1.0,1,4.6962919553827325,Books
77.03005806912242,4,4.281296352588804,Clothing
68.23530645684005,3,3.247455159238074,Books
15.332322758901718,1,3.6856242905749474,Electronics
8.702290759062272,4,4.7052331076847835,Home
11.015374336694698,3,3.4766721769722335,Clothing
62.903382507456364,3,4.299227791919323,Toys
64.89982839228165,3,3.7552420143599483,Electronics
31.533321112624236,2,3.207745444241866,Clothing
59.98520062765597,1,1.9673527816614125,Electronics
53.17754241982305,3,2.7039900778737125,Toys
42.65460586291563,2,4.870971299334863,Clothing
69.403936533706,4,3.6310615330904,Toys
25.901287975439228,3,3.2575815213559585,Books
72.9507842718779,2,4.731826502112909,Toys
35.42956891971295,3,3.346047124149795,Books
85.63073363934089,1,3.104330073669612,Clothing
29.89387953037067,1,4.037243420600821,Books
42.96855842799746,4,3.850662475946178,Clothing
51.171742750847066,3,1.772640033633731,Clothing
51.046370956449664,2,2.8852330982964847,Home
59.81657001236191,4,2.890061771278341,Clothing
24.286351635066453,3,2.512898060973379,Books
49.2537518350673,4,3.0691739286090125,Home
52.76263412805442,2,2.652429590908577,Home
39.44523551943746,4,1.7973819578847325,Clothing
58.08117234918835,4,2.6494659490987242,Toys
23.072601730244383,4,1.2891077902927064,Toys
43.47092221898633,3,3.3031434510976463,Home
34.93631751192668,2,4.414618195764447,Clothing
43.531381409019616,1,3.901148337418221,Toys
78.94070919842406,3,2.441576160216445,Clothing
79.32911452314801,1,1.3482848223092327,Clothing
75.4083292116244,1,1.808597596901083,Home
40.754854398382975,3,3.1819613619793428,Home
68.15236553600414,3,1.8282283335321314,Electronics
52.247242538516076,2,3.17589244513987,Toys
50.91179407006017,2,1.9263960990555957,Toys
48.45277304761662,4,4.395695477904291,Toys
85.1683571475825,1,2.589085891361839,Books
77.31677211112927,2,1.9822025037779643,Clothing
64.89792836894195,4,4.249304720988246,Home
46.59398068978747,2,2.371355859221803,Toys
50.791215165091245,3,1.4459507513551277,Electronics
60.611332090754686,2,3.2816379656145664,Toys
39.56782176291955,1,3.326256817751955,Clothing
68.76631431929007,2,3.8587827009429367,Clothing
31.57509777114187,1,1.9608777328335423,Home
57.836873759948105,3,2.7750853563689803,Books
4.205689004147402,1,2.129471676170625,Home
38.987629467957404,2,1.3238149444627525,Toys
91.55354265838886,4,4.5064553080635665,Electronics
70.72382988783822,3,3.9154792179533646,Home
80.70936899869048,2,2.205852237835203,Books
36.653846652912364,3,3.3974919714879452,Home
52.075456736008725,3,1.8050551525378897,Clothing
75.63984506188609,2,4.560946487183084,Toys
62.66189869410754,2,1.4596253734476412,Toys
60.17131754716639,4,1.0153485820312036,Toys
82.61163940660126,3,3.0080327909567286,Toys
29.190900687721438,3,3.332511293811477,Toys
46.31523921108994,2,3.3158612811832175,Toys
14.918288746612916,1,1.2180477097513052,Electronics
28.097878961287975,2,2.25617522767373,Books
71.48370784357942,3,2.9967957873653273,Toys
31.653014676157532,2,1.8663167425089635,Books
64.71048508250195,4,4.4905035419435855,Toys
83.16970083936161,1,1.3484371578457361,Home
46.441236500161224,2,2.9495377666881715,Toys
60.397268795996254,4,3.765664230052608,Clothing
64.86624259085839,3,2.0470044005379298,Electronics
25.570098738668694,2,3.4969629479900726,Home
37.67095309397906,3,4.317540600569498,Home
29.926775766563956,4,1.7613479003801902,Clothing
39.26553779833942,3,4.668882367299451,Toys
64.32221396162198,4,3.214234130649432,Electronics
38.09606538115417,4,2.1969280172042422,Home
49.29693546136366,4,2.723433101529083,Electronics
29.15076766137529,2,2.248767535145552,Home
74.52844329067403,3,3.9004446397332644,Toys
39.09780019553326,3,4.185202653660529,Home
80.45961103819909,1,4.331749569274644,Home
